,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,asin,image,overall,reviewText,reviewTextClean,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,sentiment
1541,2916,174914,174914,B0038CEOKY,,5.0,"I purchased this because my previous Lacie mini NAS drive (500MB) failed after only 3 years, just past the warranty period.  The hard drive inside failed.  I was a little leary in purchasing another Lacie device, but their customer support is very good and I know their products are usually very good.

This newer model is substantially improved.  First, it no longer has a fan to cool it (which I think was unnecessary before anyway).  The inside only consists of a hard drive and a small circuit board.  It is completely sealed and just uses the outside aluminum case for cooler (which hardly gets warm).  This model also runs much quieter than the previous one.  The software that it runs (linux based) is much more improved as well.  The web interface is easier to use and you can also control more things, like turning off the blue light on the front and letting it go into sleep mode at specified times to save money.

Also, I am able to stream photos and listen to music from my DirecTV box with this.  The previous model had this same capability, but never worked right and would constantly hang.  This one works flawlessly and is easy to setup. I really like this, as you can show guests pictures right on your TV. It comes in handy.

I highly recommend this device.  It also has a 2nd partition that you can use to connect a computer directl to it for USB storage drive.  The only downside with it is that this partition is separate - you can not view the other partition at all if you connect it with a usb cable.",purchased previous lacie mini na drive mb failed year past warranty period hard drive inside failed little leary purchasing another lacie device customer support good know product usually good newer model substantially improved first longer fan cool think unnecessary anyway inside consists hard drive small circuit board completely sealed us outside aluminum case cooler hardly get warm model also run much quieter previous one software run linux based much improved well web interface easier use also control thing like turning blue light front letting go sleep mode specified time save money also able stream photo listen music directv box previous model capability never worked right would constantly hang one work flawlessly easy setup really like show guest picture right tv come handy highly recommend device also nd partition use connect computer directl usb storage drive downside partition separate view partition connect usb cable,"11 26, 2011",AROISHVZK7L3R,R. LaPorte,{'Capacity:': ' 1 TB'},Much better than previous Lacie NAS,1322265600,True,,1
254,8749,95743,95743,B0017K6BDW,,5.0,"I have an HP EliteBook 8540p for work.  At work I have a docking station which has VGA and DVI ports which allows me to have an external dual-monitor setup at work.  That means I have two LCD monitors separate from the laptop screen and I run the computer with the lid closed.  I wanted the same external dual-monitor setup when working from home, but didn't want to pay for a $200 docking station from HP.  I found out that the laptop has both a VGA and a DisplayPort++ port and so I ordered this adapter to be able to run one monitor from the VGA and another from the DisplayPort port converting the signal to DVI for my second LCD monitor.  I am pleased to report that it works just as I hoped.  I can start the laptop with the lid open to load the operating system and then once the Nvidia display drivers kick in I can close the lid and it switches the display to the two external monitors.  So I am saving a ton of money by purchasing this $16 adapter over the $200 docking station.",hp elitebook p work work docking station vga dvi port allows external dual monitor setup work mean two lcd monitor separate laptop screen run computer lid closed wanted external dual monitor setup working home want pay docking station hp found laptop vga displayport port ordered adapter able run one monitor vga another displayport port converting signal dvi second lcd monitor pleased report work hoped start laptop lid open load operating system nvidia display driver kick close lid switch display two external monitor saving ton money purchasing adapter docking station,"12 31, 2010",A2F10Y2SLJKY9,James S. McGregor,"{'Size:': ' Standard', 'Style:': ' DVI (Output)'}",Works great for dual monitor right off the laptop!,1293753600,True,8,1
1827,7574,704247,704247,B002SQLYV8,,5.0,Great for the price,great price,"01 16, 2015",A1C8YLVU4ONZNV,Willie Walker,,Five Stars,1421366400,True,,1
2109,7203,693547,693547,B000P41DZW,,5.0,"This perfectly fits my Nikon D5500 with 18-140 lens attached and extra 35mm lens in the bag. I can also toss in a few small cleaning supplies and spare battery/memory card in the front. If you need a very small bag to just carry the essentials while walking around, this bag fits the mark just perfectly.",perfectly fit nikon lens attached extra mm lens bag also toss small cleaning supply spare battery memory card front need small bag carry essential walking around bag fit mark perfectly,"12 30, 2016",A2LS2VL9VLC5BY,Rob T.,{'Color:': ' Dark Gray/Burg'},This perfectly fits my Nikon D5500 with 18-140 lens attached ...,1483056000,True,,1
1285,7447,304125,304125,B00I44F5LS,,3.0,"Very generic flash, took a few minutes to figure out, it only works in a manual mode, Good flash for the money.",generic flash took minute figure work manual mode good flash money,"09 30, 2015",A1KLMN72A4Q3PW,Charles Hicks,,Good flash for the money,1443571200,True,,0
2355,5755,681082,681082,B01GXJTDEU,,1.0,Only two out of five drives worked (you can tell because a light will come on and you can actually load documents on them....) The two that did work were EXTREMELY slow. I've never seen anything like this before when purchasing 'off brand' flash drives. NOT RECOMMENDED. I strongly suggest you buy another brand. Did arrive quickly when purchased.,two five drive worked tell light come actually load document two work extremely slow never seen anything like purchasing brand flash drive recommended strongly suggest buy another brand arrive quickly purchased,"06 5, 2018",A3NZMVYDZDI03E,Kelly,{'Color:': ' Mix Color2'},NOT RECOMMENDED - buy another brand,1528156800,True,,0
2426,8091,674488,674488,B01FJ5DFOS,,5.0,Didn't even need help applying it! Looks perfect and fits cleanly,even need help applying look perfect fit cleanly,"01 21, 2017",A32YB9VQ07T0AC,Denis Raymond,,Looks perfect and fits,1484956800,True,,1
2745,10026,629870,629870,B016UWFH22,,5.0,"I've had lots of different bluetooths.  This one is great - would buy again.  I did need to switch to the smallest ear cushion (it comes with cushions in three sizes) for it to be comfortable.  Love the streaming; my last one didn't work for anything but calls.  The controls are easy to use.  Wish it came with a much longer charging cord but not a big deal.  With the smallest cushion, it's so comfortable that I was running around looking for it the other day and it was already in my ear.  So far no one has complained that they have any problem hearing me clearly.",lot different bluetooths one great would buy need switch smallest ear cushion come cushion three size comfortable love streaming last one work anything call control easy use wish came much longer charging cord big deal smallest cushion comfortable running around looking day already ear far one complained problem hearing clearly,"09 22, 2016",A1EYPOQLPFXSN8,JRK,,Very pleased!,1474502400,True,2,1
2332,630,624277,624277,B015YF5YIS,,4.0,"My new love. This device works flawlessly. Very impressed how it upscale and also plays everything in 4K. Getting maximum benefit from my tv.
Finally a machine that vidoe streamer that works like it promised. Amazing. As if I should be surprised it's from Roku King of video streaming devices as far as I'm concerned. Keep up doing what you guys do. Great video streaming.
Thanks,torrlisand67",new love device work flawlessly impressed upscale also play everything k getting maximum benefit tv finally machine vidoe streamer work like promised amazing surprised roku king video streaming device far concerned keep guy great video streaming thanks torrlisand,"07 2, 2016",A3CUFZAL76NM5P,Torrlisand67,,Great 4K streaming!,1467417600,True,,1
2561,4129,168823,168823,B002UVME88,,5.0,"Worked right out of the box; after i restarted my system it just wouldnt boot, i got kinda scared so after several tries I tested switching the molex cable from the PSU, actually i plugged another molex cable into my PSU (Corsair HX-650) and thx god it worked and no problems after that.

I love the sound, I'm using it with my Shure SRH-840 and it sounds so much better; more bass and detail, a lot more of soundstage. Still need to play a few hours to test the performance for gaming (the main reason i bought it, second to headphone amp) and well a lot of music to be heard. I would definitely recommend this to a friend, although all my friends kinda want me dead for paying $200 for a sound card LOL.",worked right box restarted system wouldnt boot got kinda scared several try tested switching molex cable psu actually plugged another molex cable psu corsair hx thx god worked problem love sound using shure srh sound much better bass detail lot soundstage still need play hour test performance gaming main reason bought second headphone amp well lot music heard would definitely recommend friend although friend kinda want dead paying sound card lol,"03 3, 2011",A2L01EHL4QHQUF,Ceps,,Love the sound!!,1299110400,True,2,1
